UUID,7_OpenEnd,7_A,7_B,7_B1,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_C,7_C1,7_C2,7_C3,7_D,7_E
99b81019-9e49-40e1-804a-bc9ec574136f,Religion Guide ,,1,,,,,1,,,,,,,,
99d41ef0-bac9-4d73-9e33-80f234302b46,Everything is going very well ,,1,1,,,,,,,,,,,,
99d62230-9dfa-4868-bd39-58fc5fcc0f1f,They say the right thing about women's hijab ,,1,,,,,1,,1,,,,,,
99e0797c-5fc6-4976-9a92-5498169cfad3,"If they do not rely on world powers, Afghanistan will be far more effective than previous governments if it is not effective. Especially in the implementation of God's religion. ",,1,,,,,1,,,,,,,1,
99e3e271-191f-4f09-bc40-e51d493bb3f1,Internal Security ,,1,,1,,,,,,,,,,,
9a33b151-a2c9-4881-ab69-a8ae4d68cb76,The right must be given to the rightful owner ,,,,,,,,,,,,,,,1
9a497982-59b1-46a7-9d7f-1e4c617b6482,They can do nothing ,1,,,,,,,,,,,,,,
9ae71757-5221-4536-b7a6-651683107d1c,Security ,,1,,1,,,,,,,,,,,
9b0509c0-6ba0-4389-969f-bdad0717da09,Security ,,1,,1,,,,,,,,,,,
9b0e0062-bdd2-47dd-81b0-9c6f90445086,Security of Islamic freedom of the system ,,1,,1,,,1,1,,,,,,,
9b0f6b0a-b640-41f9-b795-9bda7d5e4852,That security is what makes us happy ,,1,,1,,,,,,,,,,,
9b2fdfaf-df93-45b4-8b21-52771085beba,"It has provided good security. Every job should be done by a person who is knowledgeable, whether he is a Taliban or a civilian. ",,1,,1,,,,,,1,,,1,,
9b4bf959-2446-4c43-8a26-0a2372674762,Education ,,1,,,,,,,1,,,,,,
9b6931b8-37ec-43ac-91a0-3c593e7c1555,Inviting and contributing to the opening and running of these schools eliminates any prejudice ,,1,,,,,,,1,,,,,,
9bab6c84-2d39-402b-89b1-6f438f89b453,Road construction and other projects ,,1,,,,,,,1,,,,,,
9bac72e0-6fba-4f18-98e6-8891d75249c4,"Nothing worked, can not ",1,,,,,,,,,,,,,,
9bb77d0b-ecfe-48ad-bb24-1671fd76d2b3,Islamic government ,,1,,,,,1,,,,,,,,
9bd0bb90-6034-4ff1-ae82-a9f08df6f644,"An inclusive government should be formed. Focus on women's rights. In the field of education, every citizen should be given the right and full cooperation from the government. ",,,,,,,,,,1,1,1,1,,
9be542b0-f78f-467d-a127-7678154fe6a4,At the moment we are going through a difficult time. ,1,,,,,,,,,,,,,,
9bf273a9-40f0-41d2-bcc9-ce5d89a5f2d4,It has made security very secure and must accommodate qualified people in the government ,,1,,1,,,,,,1,,,1,,
9bf39599-ed3c-4247-bbe4-d4ae4f82fab3,Islamic system ,,1,,,,,1,1,,,,,,,
9bfe6535-531f-4be0-b5bf-39ae4b2df1f8,All ,,1,1,,,,,,,,,,,,
9c41b18d-dcfb-41b9-bb60-8713c661f7be,"In my opinion, what the Taliban are doing well is that the people are not arrogant and indifferent to the poor and helpless people, and they treat everyone equally, and they are used in the part of complaining about coercion, oppression and theft, that is, premature crimes. I want the Taliban government to have a strong will in the areas of basic economic activities and protection of government property so that people can be provided with food, clothing, health and shelter and provide the minimum living conditions in the country. ",,1,,1,1,,,1,,1,,,1,,
9c546b09-729f-4304-9a1f-c5258f71de42,"I personally support the current government because the Taliban government defends its people against the oppression of neighboring countries, and such a government that defends its people is encouraged to support it. ",,1,,1,,,,,,,,,,1,
9c56cfa4-0720-4be4-9f61-118b3acf6ca7,Security will get in the way ,,1,,1,,,,,,,,,,,1
9c711458-6fa5-4b6c-8688-5f7c4590fbbf,"Corruption is less but not zero! What can eliminate corruption is an efficient system, not individuals. Unfortunately, the Taliban do not understand this ",,1,,,1,,,,,1,,,1,,
9cde109d-0814-4d54-9c72-1691efe040c7,"The Taliban will form an all-inclusive government, and God willing, Afghanistan will stand on its own two feet. ",,1,,,,,,1,1,1,,,1,,
9d09ec76-ada1-4e2a-8ed2-57424343de3b,they should let girl to learn ,,,,,,,,,,1,1,1,,,
9d5eba8c-c979-46db-a1c9-b1598b9f5893,I want the Taliban to change their mindset. The Taliban must form an inclusive government. The Taliban must allow freedom of expression ,,,,,,,,,,1,,,1,,
9e05e8a6-981d-4852-8bc4-0ec0766ea72e,"The Taliban have special talents in the military sector, especially in securing the country's cities. Unfortunately, they have no ability in other sectors of government because the majority of this class do not have a better or lower level of education, which is a major factor in running the country. ",1,1,,1,,,,1,,1,1,,,,
9eaa6b8b-2f4b-4682-a5b0-582016402e9a,Security is provided. People's rights are given ,,1,,1,,,,1,,,,,,,
9eddea27-505d-41d6-887e-634ebdabfb1a,"The Taliban do not think they can do anything but commit suicide, murder and oppression for strangers. ",1,,,,,,,,,,,,,,1
9f00775f-07e0-4631-b139-3bea79cd01b7,None ,1,,,,,,,,,,,,,,
9f53247b-f134-41cd-9887-f4722cbf8dc4,Good security ,,1,,1,,,,,,,,,,,
9f57475a-c2f0-4fdb-bc1b-bb37b4575362,nothing they do good for afghanistan ,1,,,,,,,,,,,,,,
9f696cb5-43a8-4597-9a36-b087bda62994,Islam is a good ego ,,1,,,,,1,,,,,,,,
9f800dcf-f35b-47ee-99e9-d0273189648e,Eliminate unemployment. ,,1,,,,1,,,,,,,,,
9f8e4433-567b-442e-a0e9-a5a8c734e1e5,Ashnaala does everything for the Taliban ,,,,,,,,,,,,,,,1
9fcf5846-9af2-4bd9-9d40-94357a641fbb,Inclusive government ,,1,,,,,,1,,,,,,,
a01eebd1-cdd6-42ff-a199-97582904fb43,Inclusive government ,,1,,,,,,1,,,,,,,
a02e3a32-57c3-48af-8d73-ddd541726e8a,Allowing schools All-inclusive state economic programs Good relations with the world ,,1,,,,1,,,1,1,1,,1,1,1
a05070a3-8ff7-40a5-83dd-3aa478269fb6,Security ,,1,,1,,,,,,,,,,,
a07267a5-011e-44f3-9a4b-113eb1b0afa1,"The UAE must implement a specific law that includes all ethnic groups in Afghanistan and stop looting the treasury, and most importantly, it must eliminate prejudice. ",,,,,,,,,,1,,,1,,
a1dd13c2-67fa-45ef-bfb5-3887f4516816,"After all, they work hard for security and work in the offices as soon as possible, the only problem is their prejudice and autonomy. ",1,1,,1,,,,,,,,,,,
a1e3c0aa-5677-4c9b-9017-f1ded38b61cc,"Adil, the establishment of the Islamic system, security, tranquility, the demand for one's rights, and the defense of one's rights, the proper addressing of one's problems, the prevention of oppression, the defense of the oppressed, the prevention of fraud, the prevention of murderers, and so on. ",,1,,1,1,,1,1,1,,,,,,
a21bbadd-aaee-4047-b282-15e3d2359cf4,The Taliban should build a relationship between the people and the government. The gap between them should be reduced to a national ideology. The Taliban's domestic oppressors must be equal in front of their neighbors and the people inside the country must enjoy all their human rights. ,,,,,,,,,,1,,,1,,
a22c85a5-6434-4aa9-8cd8-94fa4b1fe8dc,Security has become much stronger and people are asking for help ,,1,,1,,,,,1,,,,,,
a237a12b-8dc2-4c22-ad6b-eafafe100ac1,Hijab ,,1,,,,,1,,,,,,,,
a27af8b7-bc25-41a4-ac50-cc590351f106,"I ask the Taliban of the Islamic Emirate to open schools for their sisters in the first place, to provide employment opportunities for the youth, and others are successful, God willing. ",,,,,,,,,,1,1,1,1,,
a2904633-a07c-4058-8fd9-c398dd4b9d51,I have not seen any achievement from the Taliban so far ,1,,,,,,,,,,,,,,
a2bdfabf-ce1f-41c7-bfb1-ac7e0593098f,They do not steal ,,1,,,1,,,,,,,,,,
a2c0f531-2fb8-416c-9e7f-902f64bf7e7e,Provide security for the people and provide a working environment for the people ,,1,,1,,,,,,,,,,,
a2d29a28-48f6-415d-b713-2f54fddc1c70,"Security, addressing issues, ",,1,,1,,,,1,,,,,,,
a3300859-ef04-4273-92df-0ae441e716bb,"Justice, security and enforcement of Sharia law ",,1,,1,,,1,1,,,,,,,
a3346e8d-7e41-4495-9ced-4981e23788aa,Practicing Islam on everyone ,,1,,,,,1,,,,,,,,
a3517fc1-edce-433c-b5eb-94e384a255a3,We want the Taliban to leave Afghanistan ,1,,,,,,,,,1,,,1,,
a3a6e2a1-3a06-41f5-b18e-4a25be7628af,None ,1,,,,,,,,,,,,,,
a42d7aa9-f3a9-4c71-9e54-5022476ed238,Do not be ethnic prejudices ,,,,,,,,,,1,,,1,,
a4336e90-9d3e-4ce9-9a8a-98e47e3a401b,Staying true to your promises ,,1,,,,,,,1,,,,,,1
a4f15193-da1e-45c8-bee7-a1fb9719caf0,"Security: The Taliban know better than anyone else how to provide security. In order to change the attitude of the people towards good and forbidding evil, one has to be flexible. ",,1,,1,,,,,1,,,,,,1
a5036140-fa51-4364-9859-357787c313ae,Security ,,1,,1,,,,,,,,,,,
a551ca92-6efa-4d28-81e9-9f0fb1fdeb24,Good justice is good for Afghans ,,1,,,,,,1,,,,,,,
a55874d6-072b-4da9-be12-d7f20214025c,There is security ,,1,,1,,,,,,,,,,,
a567cbd3-a874-472e-ac75-8c5d05ba7e38,Providing good security and making a difference is economic ,,1,,1,,1,,,,,,,,,
a5a65ba7-c22f-4bf4-a183-c8994c1a5ff1,Government ,,1,,,,,,1,,,,,,,
a5e23eea-9a64-46ad-841c-6fd70620f3f3,Just the flag ,,,,,,,,,,1,,,1,,
a5eb188b-0794-40b9-9972-82f47a4b84cd,"After 42 years, the sovereignty of the noble children of Afghanistan over the entire geography of Afghanistan and fulfilling the aspirations of 40 years of martyrs and their families.",,1,,,,,,,1,,,,,,1
a607b21c-e871-409c-901c-6cb267fe9385,Providing security for the Taliban is very desirable and only creating a suitable and ideal job for me is the most important thing. . ,,1,,1,,1,,,,1,,,,,
a61f9702-6ac6-4cfd-a767-beaa0e1fed19,The current government should open girls' schools in order to make Afghanistan literate and provide people with jobs. They should establish good relations with the world so that they can help. ,,,,,,,,,,1,1,1,1,1,
a672d3ea-ebab-4b02-a3c6-1efae34f0b79,Strong system ,,1,,,,,,1,,,,,,,
a69bfb1d-5420-49cd-a3a8-84a8b0ce6a84,Highly secure Afghanistan ,,1,,1,,,,,,,,,,,
a6b090e2-1a4a-4dc2-a697-4238dd161db2,Their good work is xenophobia and they must be completely independent and establish a government of humanity ,,,,,,,,,,1,,,1,,
a6b39c08-06b6-45bc-a047-3df1214032df,The Taliban should not be the only ones who have the right to form the system. ,1,,,,,,,,,1,,,1,,
a6be9a58-bc52-41aa-9d28-bd0e6a1f2e29,1. The Taliban should not associate the people who were traitors in the previous government with the government so that they do not betray this wisdom. 2. The Taliban should open the schools of girls as soon as possible. One's personal status is called into question so that there is no gap between the people and the state.,,,,,,,,,,1,1,1,1,,
a6c9e1c1-9d82-4c4e-847d-f2d4a5c5f056,"The Taliban must form an inclusive government, pass a constitution, and respect all Islamic and religious rights of citizens and minorities. ",,,,,,,,,,1,,,1,,
a6febae8-014f-4c0b-acc6-eab3e1f8b353,Compliance with the Shari'a limit ,,1,,,,,1,,,,,,,,
a703ced5-62b3-4fba-acb0-b5204903a708,"The culprit will soon be punished for his actions, leaving only the Pashtun and dark issues ",,,,,,,,,,,,,,,1
a7255ae9-e056-4ebf-bf5d-5daa4ae2b80d,"The first is security, the second is change, the second is to control food prices, reduce unemployment and provide jobs. ",,1,,1,,1,,,,1,,,1,,
a7335b7a-fcd0-44f1-80f1-478508be9d7b,Security is good. And investors need to be encouraged to invest. The work must be handed over to the people. ,,1,,1,,,,,,1,,,1,,
a77f820d-4e1b-4a1a-8fb5-469c18ea59cb,Security and the elimination of short hills ,,1,,1,,,,,1,,,,,,
a7d2a38d-9348-4cc2-af3e-7f2546c2de8f,Government ,,1,,,,,,1,,,,,,,
a84560a9-a60b-4a8d-b016-1c02f8f9f059,"All Afghans, both men and women, must be allowed to work and study ",,,,,,,,,,1,1,1,,,
a86b9cf5-e2b7-488c-947a-49912cedf622,The Taliban must form an inclusive government in which a legitimate government of all ethnic groups can participate. ,,,,,,,,,,1,,,1,,
a86ea33e-adfa-44c4-8536-65ab2ace6862,"The Taliban do basic things that are very useful, but they do not pay attention to human rights abuses and do not allow girls to go to school. ",,1,,,,,,,1,1,1,1,,,
a8726d31-dadd-4792-8818-6a405e93a57d,The Taliban should pay attention to girls' schools and lessons. Problems and difficulties have increased. ,1,,,,,,,,,1,1,1,,,
a8903c91-62c6-4425-a893-01a416806443,"I'm safe, I'm safe, I'm safe, I'm safe, I'm safe ",,1,,1,,,,,,,,,,,1
a8a50c92-3eaf-4698-bef2-b15900b6e4e3,They do well law enforcement and enforcement against those who disrupt the security of society ,,1,,1,,,,1,,,,,,,
a91fcff1-9bf5-4b59-8628-7f2283b7a168,The Taliban are the real children of the country. They are serving the country sincerely. Nine months have passed. ,,1,,,,,,1,,,,,,,
a985bab0-3c61-4d8b-8e8b-4fbc2532be08,"The best part of the Taliban is security, eradication of corruption, elimination of tyranny, prevention of robbery and bribery, but their weak or wrong policy is to impose restrictions on women such as education, work and social. ",,1,,1,1,,,1,,1,1,1,,,
aa022962-d15c-4e0b-b44c-2bc1a4534c57,"It has been a long time since Afghanistan's budget was supplemented by other countries, but the Taliban want Afghanistan to stand on its own two feet, despite its many weaknesses, but I want the Islamic system to continue and I hope the problems will be solved soon through peaceful and good people like Afghanistan. He is tired of war. ",,1,,,,,1,,,1,,,1,1,
aa0499f9-e2df-46d9-bcbc-51319274fa26,We are their Islamic government and the Mayans are defending our government. We want the government to change something that is in non-Islamic politics. ,1,,,,,,,,,1,,,1,,
aa4260a1-9fdd-48ca-b9e0-2c79f4d99d45,"Bringing security, empowering and implementing other Islamic systems ",,1,,1,,,1,,,,,,,,
aa6df5a6-b37c-4c68-a62a-a4ab128e0a85,It provided good internal security and mutual acceptance must be established between them ,,1,,1,,,,,,1,,,1,,
aad9fbe7-c7be-4a61-903d-b49e1195834e,They are successful in the construction sector of the project because they are not contaminated with corruption. They are successful in security. They are very successful in government policy ,,1,,1,1,,,1,,,,,,,
aae82c0e-1b2c-4fda-8993-b030b5275dc2,The inclusive government and the elections must be sorted out ,,,,,,,,,,1,,,1,,
ab0779e7-6b26-4d19-a075-1be5b4a1b396,Peace and security when Ashraf Ghani arrives ,,1,,1,,,,,,,,,,,
ab1758ac-49a6-44b4-a623-f376a6b75782,It's a good idea for the Afghan economy to start launching Afghanistan's reserves ,,1,,,,1,,,,1,,,1,1,
ab2e1bfe-d992-464f-8675-1e9713651ece,The Taliban have a lot to do with the economic situation in Afghanistan. ,,1,,,,1,,,,,,,,,
ab695dfd-3757-40a9-a5e8-96cc824c52d0,Corruption can prevent corruption and create an Islamic system ,,1,,,1,,1,,,,,,,,
ab913a8e-0cff-4cc3-859e-82b6e2e0efa4,"The Taliban are the children of Afghans and they will build Afghanistan, God willing ",,1,,,,,,,1,,,,,,1
ab92ac7c-7074-4356-a974-12060d35a425,"We have a free life. We are happy that our country is free and the rulers are mostly scholars and compassionate people. His cousin has Marfat, so the Mujahideen who had always warmed the Jihad are now sitting at home. What are they doing? ",,1,1,,,,,1,,,,,,,1
abad5660-b883-4d6a-a7b7-74c75cb335be,Education and inclusive government ,,1,,,,,,1,1,,,,,,
abba4a7f-b5c3-4af9-9f20-bdf2b78d44bc,Security is better provided in the case of economics and economic projects do not have economic plans ,,1,,1,,,,,,1,,,1,,
ac2aa89e-f883-405b-b409-a5f914b8347a,I don't think the Taliban did a good job ,1,,,,,,,,,,,,,,
ac35f0a0-6c44-4e70-bcae-123b04ab3a22,want the people's economy to improve and jobs for the youth of Afghanistan ,,,,,,,,,,1,,,1,,
ac4aa075-4be4-4abd-a3a1-fa9d6888f743,Good luck in our country ,,,,,,,,,,,,,,,1
ac56d8e1-cd44-4776-b734-26325aea594d,Freedom of expression The right to education for girls and women The right to work Citizen security ,,1,,,,,,1,1,1,1,1,1,,
acac5799-d1d1-44d4-bbf4-dffbd594e19a,Security and safety ,,1,,1,,,,,,,,,,,
acecc85a-fef0-4c07-b3af-b032b92770a6,They have good security. What they should do is not do anything in people's personal lives that people are satisfied with the government of the Islamic Emirate. ,,1,,1,,,,1,,1,,,1,,
ad10a3f4-9491-4312-afd6-3a2002fa17e4,More security Less bribes ,,1,,1,1,,,,,,,,,,
ad29c889-a77e-48af-921f-5b7fdb7ee5c1,"Let the girls work, study and the rest is no problem ",,1,,,,,,,,1,1,1,,,
ad3db239-05a1-4e4d-953c-8680c0df3d99,Girls' school ,,,,,,,,,,1,1,1,,,
ade0569a-33d2-4dc3-b9b8-28ef49385b44,Security. ,,1,,1,,,,,,,,,,,
adfab9ed-f42d-4d24-afc0-29358f7bd941,They have good security and we want a comprehensive government ,,1,,1,,,,,,1,,,1,,
ae7bb65b-db67-408f-9065-98fe876faed9,"Fighting Corruption and Demanding Employment, Mining and Opening School Doors for Men and Women ",,1,,,1,,,,1,1,1,1,,,
ae8f2f53-c917-48f6-8d89-6328a132c3fe,Freedom ,,1,,,,,,1,,,,,,,
ae996d20-d84d-4f84-b112-4e37e80097d4,"It preserves the spiritual thoughts and culture of Islam, and the whole nation of Afghanistan is aware, from every point of view ",,1,,,,,1,,,,,,,,
aedcd8f5-b49d-4ffe-9b55-61b202d7488f,"Security, prevention of corruption ",,1,,1,1,,,,,,,,,,
afb6340d-66bc-4b7b-aae7-d015aa7c5e64,Advances in schools and science ,,1,,,,,,,1,,,,,,
afeabee6-adf1-48af-9409-2c9c54916b19,"It has good security, but it has made Afghanistan poorer ",1,1,,1,,,,,,1,,,1,,
b00d9ed2-0e0e-4ac2-8e62-ff8c646cc2cd,Islam ,,1,,,,,1,,,,,,,,
b04faf3e-73d2-49d6-a64e-70784232dd4d,"Discrimination against the general public, and lifting sanctions ",,,,,,,,,,,,,,,1
b09ff97e-a74c-40dd-b02e-1b3e9fa65d95,"Increasing security should be the job of the people, not the leaders ",,,,,,,,,,,,,,,1
b0dbba34-40de-4981-afb6-9454b8c94de7,The Taliban provide good security. Persian speakers should also be active in this government ,,1,,1,,,,,,1,,,1,,
b124cdcf-edac-4a57-bbda-8c5ad4409395,Security ,,1,,1,,,,,,,,,,,
b1487323-5abd-462a-89a3-c30a413a89de,The Islamic Emirate of the Taliban has fought well against corruption. Only English schools open. ,,1,,,1,,,,1,1,1,,,,
b1ae8906-d638-47c0-960e-8f2bb7d1faba,"Corruption, disappearance, in, of, country ",,1,,,1,,,,,,,,,,
b1b29a80-14e2-4c4c-b897-a51cfb09bd0a,He can not do anything right because he is illiterate and ignorant ... ,1,,,,,,,,,,,,,,
b1b4aeea-0c8c-4a1c-b1a3-c91380d7481e,Getting people safe ,,1,,1,,,,,,,,,,,
b1e6018e-ed98-4de0-9338-83688e770ef3,Elimination of theft Elimination of individual and personality rapes ,,1,,1,1,,,,,,,,,,
b2c3d371-2ad5-438b-978d-b06c8acf9a50,Hijab is another security. There are no more murders and deaths. There is no democracy. There is no government and no nation. ,,1,,1,,,1,,,,,,,,
b2e26cc5-5b5d-4e60-bac4-0565d1769400,None ,1,,,,,,,,,,,,,,
b2f77b6d-e8e7-4b30-a6fb-13394ac27fae,None ,1,,,,,,,,,,,,,,
b31d5b4a-2067-46f6-9b43-6b78f812dff7,Nothing ,1,,,,,,,,,,,,,,
b35adf43-d8b6-4ea2-b1e9-09502efc685b,They do everything right. No problem ,,1,1,,,,,,,,,,,,
b398056c-a422-4ab7-8057-3d3093b53e0c,They do not do anything right ,1,,,,,,,,,,,,,,
b3aeb86f-d63f-4472-9671-d523e5eeac98,He is good wisdom and security ,,1,,1,,,,,1,,,,,,
b3cc86f4-45ef-41a8-a38a-97aaef3440a9,We do not want to expose the corrupt people of the previous government like Karzai Abdullah Abdullah and Kafir Yar. The evil ones were the ones who roasted the people with red blood for 20 years and the opposition parties were the ones who should be hanged.,,,,,,,,,,,,,,,1
b3dbe4de-2953-4915-95f3-14278de8ce41,We just want justice ,,,,,,,,,,1,,,1,,
b418474d-a3f5-4495-88e8-763a68dfa84d,Security is the common denominator of politics ,,1,,1,,,,,,,,,,,1
b451de58-e8e9-4d5a-b2fa-d44a658c27fa,"In my opinion, every ruler cannot run on his own. The nation must have its own shadow, then it can rule. I have mentioned the ruler above. I have come alone. It is not lost, it is only the ruler who has come and gone a lot, but the reason for going back is that one hand does not move, so neither the ruler nor the ruler must be reconciled, there is peace and there is more to write. Yes, that's right you can now become known as a Lord of the Rings ",,,,,,,,,,,,,,,1
b49cd6d0-f6b2-4eb1-a1e1-477e663f6692,The right of women to education must be given ,,,,,,,,,,1,1,1,,,
b4b52c58-65ff-45ae-91be-5bc7abde4585,It does everything well ,,1,1,,,,,,,,,,,,
b51f0b00-56a4-4bd0-82d5-c9c1225aca3e,None ,1,,,,,,,,,,,,,,
b5678e05-3864-4ca2-95ae-e70a6e5bc2e5,Hijab ,,1,,,,,1,,,,,,,,
b5912a7f-1a93-41e9-a3b9-761c5a0183c8,"The good deeds of the Taliban, the eradication of corruption, and the strengthening of security must be changed. ",,1,,1,1,,,,,,,,,,
b5aabed1-ac6f-4758-bc5e-ae1ad62fbf3e,The best thing is to ensure security and a safe environment for all. We thank the leadership of the emirate a thousand times. It is hoped that immediate action will be taken. And there should be a coordination committee between the forces at many of the checkpoints where me and our comrades have been searched. thank you ,,1,,1,,,,,,1,,,1,,
b5c2ecdb-15ff-4f7e-b5c2-c7f00cfc8e05,The joint government handed over the selection of the cadres to the people ,,,,,,,,,,,,,,,1
b5c864db-e7e8-41ff-bf5c-1b5b803d5ce3,"The Taliban can not do anything well, they can not come down from the mountains, they do not understand any politics. ",1,,,,,,,,,,,,,,
b5f0c8d8-dfbe-4e9c-958f-a028452a0eba,Keeping people free. ,,1,,,,,,1,,,,,,,
b5fb3f2e-afea-4c75-96d4-cf065111c5ed,The thief must be fully and fully punished ,,1,,,1,,,,,1,,,1,,
b6043367-ddec-4bde-b44b-f37d30c39de5,"The Taliban are very supportive and supportive of the circles. They do not harm anyone. With their arrival, the wars are over. Peace has come. There are many more such attributes. ",,1,,1,,,,,1,,,,,,
b60dc86c-c68f-4f3d-a5bb-b6c733e59479,Economy ,,1,,,,1,,,,,,,,,
b64e123e-0990-4882-9337-e1f1a18fa3a3,The security forces have been eliminated and Islamic acts have been carried out and the wealth and property of all the countrymen have been saved. ,,1,,1,,1,1,1,,,,,,,
b6d98d99-ca22-4411-a784-a2428725e0a1,Their treatment of women ,,1,,,,,,,1,,,,,,
b703f0b9-27df-4b14-b64f-8e3f638d85db,"Good security is not coercion, not running ",,1,,1,1,,,,,,,,,,
b7525bbb-3e4c-4535-83be-69bce4d8e7ff,Islam ra piyadh mi kend ,,,,,,,,,,,,,,,1
b7c70161-3311-41ea-b570-205c978c2758,He is relatively secure ,,1,,1,,,,,,,,,,,
b82291e9-9bdd-4beb-a8d8-ffdd0bf3c77b,Some of the work is done from scratch. But the economy needs to boom. ,,,,,,,,,,1,,,1,,1
b82c962f-9f02-45f7-a8a0-253fc6f6d990,Institutions should be staffed by people who are professional and not incompetent ,,,,,,,,,,1,,,1,,
b8374fe6-e53f-44f7-ab66-e0ab1a63de4a,"What is in Islam should be done and not ethnocentrism and coercion, and the right of every Afghan to his right and now allow girls to go to school and university so that no children and adolescents are illiterate and control the water and mines To be in the hands of every Afghan should be the right of every Afghan ",,,,,,,,,,1,1,1,1,,
b84a6a34-f8a8-4166-a14e-07248f9c400d,Must be a school without girls ,,,,,,,,,,1,1,,,,
b86a9cbd-884f-4188-834f-6d53f5c2b88d,Governance works well and seeks to develop and strengthen the economy. ,,1,,,,1,,1,,,,,,,
b878cce9-4dd3-44ce-baa4-ba130dcbf5bb,It does everything well ,,1,1,,,,,,,,,,,,
b89e867a-49ef-432f-9a99-35f9ee6656aa,"The only way the Taliban can achieve this is through security, the elimination or reduction of corruption, and the preservation of the entire geography. What needs to change is that the employer must be employed and not focus on the general work, work on education, make economic plans. ",,1,,1,1,,,,1,1,1,,1,,
b8b71edc-3a53-4a43-aa99-6e4c120ad9c5,"Security must be serious in the national interest and must abstain from the national identity, the flag and anything that offends the people. ",,,,,,,,,,1,,,1,,1
b91e7d55-e1ab-44ff-a4fa-028540e83e80,Security ,,1,,1,,,,,,,,,,,
b92870b7-dbcd-4849-b281-8201e0ef1571,economic situation ,,1,,,,1,,,,,,,,,
b92b6b5e-2671-49a8-a530-3ebc857162ab,They must create an inclusive government ,,,,,,,,,,1,,,1,,
b93ff281-9ef8-4077-9724-52a96eee6780,Protecting the people ,,1,,1,,,,,,,,,,,
b941be21-e216-4ca9-82f0-0551dc6f9813,The government must be inclusive ,,,,,,,,,,1,,,1,,
b9496336-e240-443e-806b-a5a7ebe6dc00,The Taliban are good at every aspect of government and manage them very well ,,1,1,,,,,1,,,,,,,
b96e8e53-2cbb-4b9a-9c61-1e373b78897a,"In my personal opinion, I have done a good job so far. If I want to change that, he's the Amy Taliban to change their minds ",,1,,,,,,,,,,,,,1
b9847006-3e55-41c7-89fd-412d7b730b7f,"With the exception of girls' education and schooling, other government employees have better progress in all cases. ",,1,,,,,,1,1,1,1,1,,,
b9d92311-f3ca-4b66-a467-ce69dd16931e,"The Taliban have been good at security. We want the Taliban to be lost. We want freedom. Cheap food. We were not satisfied with the high price of the former government because I could not establish security and there were many wrongdoings. There were many oppressors. We want everything to be good and we to be able to do our lessons and work properly. Our Afghanistan should be great, everyone should be at work, everything should be great like other countries and it should be better. ",,1,,1,,,,,,1,,,1,,
b9e66cc8-36df-42a8-a11e-5f82666d3165,The state of the whole country is very comprehensive ,,1,1,,,,,,,,,,,,
ba03c248-cccf-4dd2-b4b4-c5311539db86,Corruption ,,1,,,1,,,,,,,,,,
ba3ad2bb-e880-4e3d-b664-34cdb1f78122,Behavior ,,,,,,,,,,,,,,,1
ba80709a-9aa9-4562-b841-527011382665,The Taliban have made great strides in providing security and providing good security ,,1,,1,,,,,,,,,,,
ba98c582-0d0e-48d1-b05e-a15159f1dff5,Everything is the same ,,,,,,,,,,,,,,,1
bace9a26-f07e-4184-a99a-7c2df92a0ef6,"All social, cultural, physical and physical work ",,1,,,,,,,1,,,,,,
baf30d4b-a960-498f-b71e-831d71552769,"In the current government, corruption has been eradicated and corruption has been stopped. ",,1,,,1,,,,,,,,,,
bb718c7b-3acf-4435-aa66-074063f211af,Financial situation of people's work and burden ,,1,,,,1,,,,,,,,,
bb71e0e3-2233-45e5-9b31-964fce96b5e7,Security of the people of Afghanistan ,,1,,1,,,,,,,,,,,
bb7638c8-3cc6-4852-9bf3-521b057512f0,"Most of the Sharia rules have been implemented, security has been restored and the people have been provided with a secure living environment. Changes in education and rehabilitation are needed. ",,1,,1,,,1,1,,1,1,,1,,
bb8ba81f-f197-4655-b501-7c208b6568c5,"Crimes in the Emirate have decreased, robberies have disappeared, senseless killings of Muslims have disappeared ",,1,,1,,,,,,,,,,,
bbb40ca5-8681-4c24-958f-55569e82209f,Security is right ,,1,,1,,,,,,,,,,,
bbdbc308-9a4c-4951-acb6-b6f07dbe2fd8,Pay the salaries of government employees ,,,,,,,,,,1,,,1,,
bc04f665-2030-4a96-b558-de33857dab88,Global security control ,,1,,1,,,,,,,,,,1,
bc517cda-3628-4724-83b4-564e4c861768,Islamic rule was not enforced and corruption was eliminated and Afghanistan became independent ,,1,,,1,,1,1,1,,,,,,
bc9f2f00-b045-472e-b959-ab6fc25041c7,"The Taliban have provided good security, but they must give the people individual freedom and allow them education ",,1,,1,,,,,,1,1,,1,,
bcbd4f94-4d46-4401-b753-8bea7eb5b678,Security ,,1,,1,,,,,,,,,,,
bd0fc451-aae2-4414-80e8-971892dca295,None ,1,,,,,,,,,,,,,,
bd5f4744-fe3a-44d8-bd70-983b616da879,"They deal with criminals and protect government property properly, and they must accept former civilian and military employees and respect the rights of the people within certain Islamic frameworks. ",,1,,1,,,1,1,1,1,,1,1,,
bd75f32d-95c7-4f46-8ed2-a5a0e9ec3d30,Girls' education should be free ,,,,,,,,,,1,1,1,,,
bd795f2d-ebd1-4120-8e0b-1ea03dd1d8c7,Schools ,,1,,,,,,,1,,,,,,
