UUID,10c_OpenEnds,10c_A,10c_A0,10c_A1,10c_A2,10c_A3,10c_A4,10c_A5,10c_A6,10c_A7,10c_A8,10c_A9,10c_B,10c_C,10c_D,10c_E,10c_F,10c_G
161e90ea-2378-486f-ade8-a551db232e17,Islam is the only sacred religion which has given the highest rights to women as compared to other religions. ,,,,,,,,,,,,,,,,1,
1641df49-046c-4054-b864-9a2e65cd3a19,"As long as the Taliban are in power, no woman can get her rights ... If our women have access to human rights, we will have a government, a government, and a successful nation with a strong head and shoulders in the hands of men. we will not have ... ",,,,,,,,,,,,1,1,1,,,1
164c808d-ecc2-465e-b8bd-f39a32e170d8,Women's rights mean the development of society and a bright future ,,,,,,,,,,,,,,,,,
167cf415-0c16-499f-a964-91c67bea05c9,It is zero in Afghanistan ,,,,,,,,,,,,,,,,,1
16966875-b3a2-4d41-8040-c070c268a425,"Do not prevent education, study and going to government offices ",1,,1,,1,,,,,,,,,,,,
16c63146-96a8-4cc3-be60-4240cd3d6069,Complete restrictions ,,,,,,,,,,,,,,,,,1
16dabb96-40ad-40f0-ab18-c4605639bb0b,Much attention should be paid to women. And women have the right to dress and be in society as they wish ,1,,,1,,,,,,,1,,,,,,
17206bde-e00c-4bba-812e-576f0b3a5957,"Women can play an active role in all activities of human society, economic, political, social, etc. ",1,1,,,1,,,,,1,1,,,,,,1
17361d78-8c0b-4e55-bd80-c4c0b0125a20,"Well, women are right ",,,,,,,,,,,,,,,,,1
1736e634-07bd-47c1-aba9-9e9c1365f806,Very important ,,,,,,,,,,,,,,,,,1
17bb2bce-4085-47b7-bfbc-971f2bc922c1,"I think over time, women will find their human rights ",,,,,,,,,,,,,,,,,1
17cfba09-6d92-4aa6-8e5a-008a48c71cce,I think it will be very good ,,,,,,,,,,,,,,,,,1
17d0f205-e200-4574-b066-40451f77349d,I think that achieving human rights for women will be an oath that women get their freedom and live freely. ,1,,,,,,,,,,1,,,,,,1
17d24b3f-9c57-43e1-be4a-2e7aba178fed,"I am very interested because women have the right to education. I think she should be educated because my sister-in-law, my mother, and so on, should go to a doctor. ",1,,1,,,1,,,,,,,,,,,
17fd8acd-9007-4317-ba2f-6f7fed7e17a9,Think of the Taliban in a hilarious title Anthropology lessons right for the Taliban in terms of the character of women's democracy ,,,,,,,,,,,,,,,,,1
180b5c36-a1e9-4544-8e01-1657cdc6e14a,Full compliance with the 1948 Declaration of which Afghanistan is a signatory,1,,,,,,,,,,1,,,,,,1
18114a30-841c-4026-aa49-f34f23368119,"Women make up half of our society, they have the right to study and to live as they want, just like men. Behind every successful man is the hand of a woman who has helped him succeed. Women have the right to be happy and to live their lives the way they want to. Personally, if my mother was illiterate in my own family, maybe I would be illiterate too. ",1,,1,,,,1,,,,1,1,,,,,
184e4181-79e0-49b9-8810-94d8cbd663ea,impossible ,,,,,,,,,,,,,,,,,1
187f2872-1a92-43b4-811e-73cfc485e7bb,Extraordinary within the framework of Islam ,,,,,,,,,,,,,,,,1,
18967585-2780-4965-8e33-3919da6f5a95,Shazi must return to his work ,,,,,,,,,,,,,,,,,1
18a4c48e-f7af-47a8-982f-27fd86b092c7,There is a principle for the full growth of society ,,,,,,,,,,,,1,,,,,
190d801f-81a1-4f48-89db-80f449e9ef73,Education ,1,,1,,,,,,,,,,,,,,
190feb13-c3dc-48cb-93d7-19664dfbafc6,It's a great thing for a woman to have the right to use her talents ,,,,,,,,,,,,,,,,,1
19149d34-fcd1-4b8f-81d9-e53a7fe539f0,Women should be given rights within the framework of Islamic law. Islam does not forbid women from reading and writing. Raising children has a 95% positive role,1,,1,,,,,,,,,1,,,,1,
19154589-0d93-4b36-ab8f-280b9bd48798,The Taliban must be removed from power and replaced by a democratic system based on the will of the people. ,,,,,,,,,,,,,,1,,,
193ea3ba-d151-47a3-ab4a-ea63768b49bd,A wise decision ,,,,,,,,,,,,,,,,,1
19636fa6-082f-4276-a7e6-80d9504f326b,"There is nothing for women. Of course, I am a man, but I understand that the Taliban law is very unbearable for women ",,,,,,,,,,,,,,1,,,1
198084a0-48f0-4a22-88c9-d18804e6aa9d,Giving rights within the framework of Islam is a good thing ,,,,,,,,,,,,,,,,1,
1980d443-db77-44df-9535-4be182d680ad,Women must have a physical presence in society and in the workplace and have the right to study and work ,1,1,1,,,,,,,,1,,,,,,
1989944e-2c3a-47f5-ae83-4c462183a552,The Taliban must respect women's rights on the grounds that they claim to be religious ,,,,,,,,,,,,,,,,1,1
19a474e9-9b40-46cb-aa65-fa9660823c94,Must be free ,,,,,,,,,,,,,,,,,1
19a84c56-570e-4e7f-98de-87895c7c2647,It is their right to receive ,,,,,,,,,,,,,,,,,1
19b7491d-9cf0-4fbb-8929-c5167ab0d103,Through negotiation ,,,,,,,,,,,,,,,,,1
19e933cd-bd1c-49a1-991c-d2f748cf2b80,This will be very beneficial for our country ,,,,,,,,,,,,1,1,,,,
1a07d66d-805a-4c9d-85b3-6a640f47d0ba,By severe restrictions on the Taliban ,,,,,,,,,,,,,,1,,,1
1a1e35f2-99f7-4233-8f51-62781af70ea8,"Alhamdulillah the women of Afghanistan are Muslims and I think when they leave home they should wear full hijab and the Taliban should send girls to school because it is one of their first rights, thank you ",1,,1,,,,,,,,,,,,,1,1
1a406a7d-a68c-45b9-8ab0-14a1c3d7e381,Unattainable ,,,,,,,,,,,,,,,,,1
1a461681-1f9d-4989-b978-300d3a9e9f00,Very good ,,,,,,,,,,,,,,,,,1
1a77edd1-4778-40ba-b61d-dfe3bec91ee5,Women must enjoy full freedom and human rights ,,,,,,,,,,,,,,,,,1
1ac184b2-6301-4745-bc08-fd6152dfeb20,"It is impossible under the current government because this group behaves like wild animals and does not represent the Afghan people in any way, and it is quite clear to all Afghans that this group has been imposed on Afghanistan with the help of the international community and the traitor Pakistan. And their main goal is to destroy Afghanistan. ",,,,,,,,,,,,,,1,,,
1acba7bc-b49b-4c07-b205-a56ad08107a9,"When we look at it in action, but; For now everything is going the opposite way. ",,,,,,,,,,,,,,1,,,1
1ae664ba-b34d-4cce-b61b-93edd0943c16,Human rights are often against our sacred religion. I can say that education is the right of our mothers and they should be given this right. ,1,,1,,,,,,,,,,,,,1,
1b51b6c9-a65b-4f20-a761-52ebfe55aa22,"Women are half of the society and just as men have the right to education, work and freedom, women also have this right and this right should not be taken away from them. ",1,1,1,,,,1,,,,1,,,,,,
1b66b6c0-5632-4d50-82de-4ddca8f9b2bd,"Women, like men, should be given the right to education and their human dignity should be preserved ",1,,1,,,,1,,,,1,,,,,,
1ba44cb5-b1b3-4e25-9545-df17927f447b,These girls' schools should be opened. Women should work in government institutions ,1,1,1,,1,,,,,,,,,,,,
1c172e5d-a581-455d-bcef-1a7601eca721,It will be great ,,,,,,,,,,,,,,,,,1
1c336cdf-f23a-4cb4-8c99-22b93d43ea7b,"Since opposition to women's rights is restricted to the Pashtun people, the formation of an inclusive government in which political power is fairly distributed among all ethnic groups can pave the way for the rule of different cultures and values, and for women to achieve their rights. ",1,,,,1,,,,,,1,,,,,,1
1c4c106b-65be-4011-8b2b-f87fbee1a2f7,"For women, it is better to have a job ",1,1,,,,,,,,,,,,,,,
1c54b3a7-7ccc-4169-b62b-113180239c33,"Achieving human rights for women means recognizing women as independent persons. Respect all their personal qualities. Women's basic rights, including the right to life, the right to choose (in all matters related to a woman's personal and social life), the right to education, the right to participate (in politics, economics, society ...), the right to decide for themselves and their children. And in the smallest cases in which a woman has been oppressed; The right to travel independently The active presence of women in the fields of education, sports, medicine, art and profession. ",1,1,1,,1,,,1,1,,1,,,,,,
1c7e2868-d6ed-410b-a046-3cd99603f9c0,"Currently, it is neither the rights of women nor of men ",,,,,,,,,,,,,,,,,1
1c857912-468a-431d-9511-c7957006d853,"The right to freedom of education and training, the right to work and to oppose the compulsory and tribal hijab of the Taliban ",1,1,1,1,,,,,,,,,,,,,1
1cee8bff-725c-43fb-b3a1-f8cd3349ddcd,Their rights within the Islamic framework ,,,,,,,,,,,,,,,,1,
1cf809d4-801b-47cd-a9a6-2fab02116fee,"Because women are half of society, they must also enjoy their political and civil rights. Learn to study and work in an office and be an entrepreneur ",1,1,1,,1,,1,,,,1,,,,,,
1d2ea544-b94e-49b3-8ab7-c91b5c2e0edb,Take to the road and protest ,,,,,,,,,,,,,,,,,1
1d7dd7e8-3a08-4b79-93fc-2b133075058e,"It will be good if they want and consider both the Shari'a, such as the hijab, and so on ",,,,,,,,,,,,,,,,1,1
1d90a0bf-96d9-4aea-9dd8-ef8e0e2afda9,enough ,,,,,,,,,,,,,,,,,
1da086d6-5620-4f64-810c-0a1d736584ed,Women have the status of supporters and should be given their rights ,,,,,,,,,,,,,,,,,1
1dc06c62-8d95-4493-8a18-c1472521c6bb,It was not good ,,,,,,,,,,,,,,,,,1
1df3ae79-11f9-49ee-a1ff-ef6fa3ae95d6,"Women are half of the body of society. The woman is the mother. The mother should be respected, not disrespected ",1,,,,,,1,,,,,,,,,,1
1e084793-c86e-484e-9fcd-f6b221c0beb7,The international community must put tremendous pressure on the Taliban to recognize the rights of women as a minority ,,,,,,,,,,,,,,,1,,
1e120de8-5f4e-4fce-a58c-9e950fedcf39,Through struggle and effort ,,,,,,,,,,,,,,,,,1
1e85d854-d751-4600-9d4b-5ccb8e7c8eaa,Human rights should be given to women ,,,,,,,,,,,,,,,,,1
1ec061e9-a2e5-4d69-9044-dc6c4fece22d,Continuing education for women and working in government offices. ,1,1,1,,1,,,,,,,,,,,,
1edc76cc-96b2-4dd8-a5ed-79d062a5db53,"Lessons for men and women, respect for personalities, literacy and knowledge for each other, up to the gates of schools, away from people who are guilty of property, etc. ",1,,1,,,,,,,,1,,,,,,
1f68980c-7fc7-4a49-9788-db8cdedb9dc8,It will be very good ,,,,,,,,,,,,,,,,,1
1f705dca-5f00-4125-812d-4163eefcd91d,Women are half-baked society. You must respect their legitimate request ,1,,,,,,1,,,,,,,,,,1
1fda52b5-ee09-4370-adb3-17d06c11a1fa,"In my opinion, women can enjoy human rights, because women are human beings and they can enjoy human rights. But there are special rights for women and they have them as women. ",1,,,,,,,,,,1,,,,,,1
1fe68b74-4b7b-41ca-beba-20b45bf07c1b,Women should be given all the rights that Shariah has given them ,1,,,,,,,,,,1,,,,,1,
1fee3121-7c6f-4789-9a43-e8fcd7c79c83,"Women enjoy all Islamic and human rights, including the right to education, political participation, social activities, freedom of expression and business activities. ",1,1,1,,1,,,,,,1,,,,,1,1
1ff9a697-3dfe-41ad-a78f-5f55940e506c,That would be great ,,,,,,,,,,,,,,,,,1
20128955-e66c-4ff0-896c-f6f3b7e50fcf,Women's rights should be a priority for the Taliban ,,,,,,,,,,,,,,,,,1
2019a06e-9fc7-48d2-8ae5-f9897c39914c,"The presence of the international community to create a democratic state, a constitution made equal to international conventions, provides human rights for my country women ",,,,,,,,,,,,,,,1,,1
201e8e50-9251-4d46-9b08-3a6922a76080,Women should be given the right to education and the right to work ,1,1,1,,,,,,,,,,,,,,
203cbb81-459f-4cd7-8d65-d4d26f21ff46,I do not know ,,,,,,,,,,,,,,,,,1
20458406-7f20-4711-9f79-f54c324d6a04,Until he re-activates women as before ,,,,,,,,,,,,,,,,,
205a73e7-f07d-4241-869b-03a70be7ddf9,When the government of my country is elected by the people and approved by the international community ,,,,,,,,,,,,,,,1,,1
2072a366-5209-4523-a3ee-56e111913914,When the school opens ,1,,1,,,,,,,,,,,,,,
208115d4-eb70-48a5-8d3e-9622d93dec33,If it is under the framework of Sharia then it will be the future of our country ,,,,,,,,,,,,,,,,1,
20e57bc2-142e-4529-b242-f2b84e7d27ab,"If they are not the Taliban and the international community takes power, women will surely be supported as much as before ",,,,,,,,,,,,,,1,,,
20f04155-dfac-43e4-8703-69a87e88b26c,The rights of women defined in Islam should be acted upon ,,,,,,,,,,,,,,,,1,
20fe102f-ae16-4a6c-8a60-6fe54ba4a812,The right to study and work ,1,1,1,,,,,,,,,,,,,,
21209a0b-f31c-424b-8c63-2a1e1a564669,Women should be given their rights ,,,,,,,,,,,,,,,,,1
21293052-c0a6-4f21-94fc-546451d26330,It will face the progress and development of Afghanistan. ,,,,,,,,,,,1,1,1,,,,1
215b4fbc-1fd8-44f9-9768-ebb8945f71ea,Allow women to study and work ,1,1,1,,,,,,,,,,,,,,
216567c5-6b5c-4202-a988-55126debc862,islamic bid ,,,,,,,,,,,,,,,,1,
216f5bdd-bc53-42ab-8369-54d5ff731333,Full salary ,1,1,,,,,,,,,,,1,,,,
2183ffd8-98ef-4b3a-9e11-4ee91e35e2c9,It has positive effects ,,,,,,,,,,,,,,,,,1
21f7d11a-a4a4-43cd-97c7-00296394328b,"Provide them with the right to education, training and employment ",1,1,1,,,,,,,,,,,,,,
21f8f214-55a2-4146-ad60-51dce48e53a8,"Women should be given their rights, they should not be oppressed, they should be given the opportunity of education ",1,,1,,,,,,,,,,,,,,
22116483-48e4-431b-b26d-1d7e25092c34,"Currently, human rights in Afghanistan, especially for women, are very well respected in accordance with divine law ",,,,,,,,,,,,,,,,1,
224c278a-7179-47c0-b533-cc1e48ecb797,"Muslim women do not need the human rights of the West, because Islam has given a Muslim woman all the rights that are in accordance with her temperament and nature, including the right to education, the right to work, etc., but Islam does not allow unconditional or unconditional Observance of the points that Islam has set for women outside the home is the chastity and dignity of a Muslim woman ",1,1,1,,,,,,,,,,,,,1,
22608ebd-06dd-4dbe-b977-22179e66e622,Very difficult ,,,,,,,,,,,,,,,,,1
22b2e26f-3666-43c7-91f0-c26ef0b72423,The right to education ,1,,1,,,,,,,,,,,,,,
22c330a1-9cc7-4e3f-804a-9c87c756f1a9,"The arrival of women in politics and their freedom in all walks of life, education and business education, all and all, this is the key to the success of a prominent country. ",1,1,1,,1,,,,,,1,1,1,,,,
22cb19be-6f0b-495a-9409-26d386f2fbc5,Of hijab ,,,,,,,,,,,,,,,,1,
22dfdbad-cb67-4a88-9bcb-e2e071aef32e,Women must be active within the framework of Islamic governance ,,,,,,,,,,,,,,,,1,
232e4764-af73-42d7-83e8-33bec1b525f2,"The right to education, the right to work ",1,1,1,,,,,,,,,,,,,,
234368bc-542f-43ae-89aa-d62bdda6f82e,Achieving human rights for women in Afghan society illuminates the future ,,,,,,,,,,,,1,1,,,,
235212f8-96b2-49e2-877a-b8813a256875,"Today, our society needs female employees. We can not do our job in the office without women. I ask the international community in Jeddah to take the issue of women's rights seriously as soon as possible. ",1,1,,,,,,,,,,,,,1,,
236261e5-8a95-4197-bb7e-01e74420a833,"The right to work, to be denied ",1,1,,,,,,,,,1,,,,,,
236b8cec-f030-489b-94a8-2555c2145206,"We must always keep in mind that women are half of today's society, and there is no doubt that removing women from government means pure ignorance. The Islamic system does not see the exclusion of women from the government as a solution to prevent moral corruption, but rather instructs the rulers of the Islamic system to provide conditions for education, education, and work for girls and women. ",1,1,1,,1,,,,,,,,,,,1,
239d3e6a-2db8-45da-a83e-ff179f9a7966,The protection of children and women in Afghanistan must be supported ,1,,,,,,,,,,1,,,,,,1
23c6c5b7-1b00-405f-8dc1-5680da712b14,Very difficult ,,,,,,,,,,,,,,,,,1
23d55685-3a9e-41dd-96c9-16518e83b749,Be beautiful ,,,,,,,,,,,,,,,,,1
23f39945-ffbb-43ff-a33e-b4ec63f86768,"As soon as a comprehensive plan is made so that women, like other sections of society, reach their religious aspirations ... ",,,,,,,,,,,,,,,,1,1
2419046c-4afd-4671-ad97-8c17f5170955,Women have the right to education and work ,1,1,1,,,,,,,,,,,,,,
241d05b3-d2a1-40e1-8ac5-d026fdcffda1,It is very good if women's rights are given. Schools should be opened Girls should go to school Women should go to school. Freedom of expression for all. Find work for the people of Afghanistan. Free our money. People are starving ,1,1,1,,,,,,,1,1,,1,,,,1
2431251f-1bae-4d5d-ac9d-5601b142064b,"Because Afghanistan is an Islamic country, our culture and traditions are in accordance with Islam, and I think the Taliban will have rights for women that are in Islamic law and in accordance with the Holy Quran, our holy book. ",,,,,,,,,,,,,,,,1,
248a44f2-6259-4acf-92fd-e212fa4470bd,The just government of the young generation must be in the lead ,,,,,,,,,,,,,,,,,1
